,Shift Start,Shift End,Hours,DoW,Date
972,2022-07-16 09:00:00,2022-07-16 12:30:00,3.5,Sat,2022-07-16
973,2022-07-18 08:00:00,2022-07-18 20:30:00,12.5,Mon,2022-07-18
974,2022-07-19 08:00:00,2022-07-19 20:00:00,12.0,Tue,2022-07-19
975,2022-07-20 08:00:00,2022-07-20 17:30:00,9.5,Wed,2022-07-20
976,2022-07-21 08:00:00,2022-07-21 18:00:00,10.0,Thu,2022-07-21
977,2022-07-22 08:00:00,2022-07-22 18:00:00,10.0,Fri,2022-07-22
978,2022-07-23 14:00:00,2022-07-23 20:00:00,6.0,Sat,2022-07-23
979,2022-07-25 08:00:00,2022-07-25 18:30:00,10.5,Mon,2022-07-25
980,2022-07-26 08:00:00,2022-07-26 14:00:00,6.0,Tue,2022-07-26
981,2022-07-27 08:00:00,2022-07-27 18:00:00,10.0,Wed,2022-07-27
982,2022-07-28 08:00:00,2022-07-28 20:30:00,12.5,Thu,2022-07-28
983,2022-07-29 08:00:00,2022-07-29 18:00:00,10.0,Fri,2022-07-29
984,2022-08-01 08:00:00,2022-08-01 21:30:00,13.5,Mon,2022-08-01
985,2022-08-02 08:00:00,2022-08-02 21:30:00,13.5,Tue,2022-08-02
986,2022-08-03 08:00:00,2022-08-03 18:00:00,10.0,Wed,2022-08-03
987,2022-08-04 08:00:00,2022-08-04 19:30:00,11.5,Thu,2022-08-04
988,2022-08-05 08:00:00,2022-08-05 18:00:00,10.0,Fri,2022-08-05
989,2022-08-08 08:00:00,2022-08-08 18:00:00,10.0,Mon,2022-08-08
990,2022-08-09 08:00:00,2022-08-09 18:00:00,10.0,Tue,2022-08-09
991,2022-08-10 08:00:00,2022-08-10 21:00:00,13.0,Wed,2022-08-10
992,2022-08-11 08:00:00,2022-08-11 20:00:00,12.0,Thu,2022-08-11
993,2022-08-12 08:00:00,2022-08-12 17:00:00,9.0,Fri,2022-08-12
994,2022-08-15 08:00:00,2022-08-15 18:30:00,10.5,Mon,2022-08-15
995,2022-08-16 08:00:00,2022-08-16 20:00:00,12.0,Tue,2022-08-16
996,2022-08-17 08:00:00,2022-08-17 19:30:00,11.5,Wed,2022-08-17
997,2022-08-18 08:00:00,2022-08-18 17:00:00,9.0,Thu,2022-08-18
998,2022-08-19 08:00:00,2022-08-19 17:30:00,9.5,Fri,2022-08-19
999,2022-08-20 17:00:00,2022-08-20 20:00:00,3.0,Sat,2022-08-20
1000,2022-08-22 08:00:00,2022-08-22 21:30:00,13.5,Mon,2022-08-22
1001,2022-08-23 08:00:00,2022-08-23 18:00:00,10.0,Tue,2022-08-23
1002,2022-08-24 08:00:00,2022-08-24 18:30:00,10.5,Wed,2022-08-24
1003,2022-08-25 08:00:00,2022-08-25 18:30:00,10.5,Thu,2022-08-25
1004,2022-08-26 08:00:00,2022-08-26 20:00:00,12.0,Fri,2022-08-26
1005,2022-08-29 08:00:00,2022-08-29 20:00:00,12.0,Mon,2022-08-29
1006,2022-08-30 08:00:00,2022-08-30 18:00:00,10.0,Tue,2022-08-30
1007,2022-08-31 08:00:00,2022-08-31 18:30:00,10.5,Wed,2022-08-31
1008,2022-09-01 08:00:00,2022-09-01 19:00:00,11.0,Thu,2022-09-01
1009,2022-09-02 08:00:00,2022-09-02 18:00:00,10.0,Fri,2022-09-02
1010,2022-09-05 08:00:00,2022-09-05 19:00:00,11.0,Mon,2022-09-05
1011,2022-09-06 08:00:00,2022-09-06 17:30:00,9.5,Tue,2022-09-06
1012,2022-09-07 08:00:00,2022-09-07 17:30:00,9.5,Wed,2022-09-07
1013,2022-09-08 08:00:00,2022-09-08 20:30:00,12.5,Thu,2022-09-08
1014,2022-09-09 08:00:00,2022-09-09 17:00:00,9.0,Fri,2022-09-09
1015,2022-09-12 08:00:00,2022-09-12 20:30:00,12.5,Mon,2022-09-12
1016,2022-09-13 08:00:00,2022-09-13 18:30:00,10.5,Tue,2022-09-13
1017,2022-09-14 08:00:00,2022-09-14 20:30:00,12.5,Wed,2022-09-14
1018,2022-09-15 08:00:00,2022-09-15 18:30:00,10.5,Thu,2022-09-15
1019,2022-09-16 08:00:00,2022-09-16 18:00:00,10.0,Fri,2022-09-16
1020,2022-09-19 08:00:00,2022-09-19 18:00:00,10.0,Mon,2022-09-19
1021,2022-09-20 08:00:00,2022-09-20 18:00:00,10.0,Tue,2022-09-20
1022,2022-09-21 08:00:00,2022-09-21 21:00:00,13.0,Wed,2022-09-21
1023,2022-09-22 08:00:00,2022-09-22 21:00:00,13.0,Thu,2022-09-22
1024,2022-09-23 08:00:00,2022-09-23 18:00:00,10.0,Fri,2022-09-23
1025,2022-09-26 08:00:00,2022-09-26 20:00:00,12.0,Mon,2022-09-26
1026,2022-09-27 08:00:00,2022-09-27 18:30:00,10.5,Tue,2022-09-27
1027,2022-10-03 08:00:00,2022-10-03 18:00:00,10.0,Mon,2022-10-03
1028,2022-10-04 08:00:00,2022-10-04 18:00:00,10.0,Tue,2022-10-04
1029,2022-10-05 08:00:00,2022-10-05 16:30:00,8.5,Wed,2022-10-05
1030,2022-10-06 08:00:00,2022-10-06 18:00:00,10.0,Thu,2022-10-06
1031,2022-10-07 08:00:00,2022-10-07 18:00:00,10.0,Fri,2022-10-07
1032,2022-10-10 08:00:00,2022-10-10 18:30:00,10.5,Mon,2022-10-10
1033,2022-10-11 08:00:00,2022-10-11 19:00:00,11.0,Tue,2022-10-11
1034,2022-10-12 08:00:00,2022-10-12 18:00:00,10.0,Wed,2022-10-12
1035,2022-10-13 08:00:00,2022-10-13 18:00:00,10.0,Thu,2022-10-13
1036,2022-10-14 08:00:00,2022-10-14 18:00:00,10.0,Fri,2022-10-14
1037,2022-10-17 08:00:00,2022-10-17 19:30:00,11.5,Mon,2022-10-17
1038,2022-10-18 08:00:00,2022-10-18 16:30:00,8.5,Tue,2022-10-18
1039,2022-10-24 08:00:00,2022-10-24 20:00:00,12.0,Mon,2022-10-24
1040,2022-10-25 08:00:00,2022-10-25 18:00:00,10.0,Tue,2022-10-25
1041,2022-10-26 08:00:00,2022-10-26 18:30:00,10.5,Wed,2022-10-26
1042,2022-10-27 08:00:00,2022-10-27 21:30:00,13.5,Thu,2022-10-27
1043,2022-10-28 08:30:00,2022-10-28 18:00:00,9.5,Fri,2022-10-28
1044,2022-10-31 08:00:00,2022-10-31 20:00:00,12.0,Mon,2022-10-31
1045,2022-11-01 08:30:00,2022-11-01 20:00:00,11.5,Tue,2022-11-01
1046,2022-11-02 08:30:00,2022-11-02 18:00:00,9.5,Wed,2022-11-02
1047,2022-11-03 08:00:00,2022-11-03 18:00:00,10.0,Thu,2022-11-03
1048,2022-11-04 08:00:00,2022-11-04 18:00:00,10.0,Fri,2022-11-04
1049,2022-11-05 19:30:00,2022-11-05 21:30:00,2.0,Sat,2022-11-05
1050,2022-11-06 09:00:00,2022-11-06 11:00:00,2.0,Sun,2022-11-06
1051,2022-11-07 08:00:00,2022-11-07 19:00:00,11.0,Mon,2022-11-07
1052,2022-11-08 08:00:00,2022-11-08 16:00:00,8.0,Tue,2022-11-08
1053,2022-11-09 08:00:00,2022-11-09 19:30:00,11.5,Wed,2022-11-09
1054,2022-11-10 08:00:00,2022-11-10 19:00:00,11.0,Thu,2022-11-10
1055,2022-11-11 08:00:00,2022-11-11 18:30:00,10.5,Fri,2022-11-11
1056,2022-11-14 08:00:00,2022-11-14 18:30:00,10.5,Mon,2022-11-14
1057,2022-11-15 08:00:00,2022-11-15 18:30:00,10.5,Tue,2022-11-15
1058,2022-11-16 08:00:00,2022-11-16 20:30:00,12.5,Wed,2022-11-16
1059,2022-11-17 08:00:00,2022-11-17 18:00:00,10.0,Thu,2022-11-17
1060,2022-11-18 08:00:00,2022-11-18 18:00:00,10.0,Fri,2022-11-18
1061,2022-11-19 11:00:00,2022-11-19 14:30:00,3.5,Sat,2022-11-19
1062,2022-11-21 08:00:00,2022-11-21 19:30:00,11.5,Mon,2022-11-21
1063,2022-11-22 08:00:00,2022-11-22 18:00:00,10.0,Tue,2022-11-22
1064,2022-11-23 08:00:00,2022-11-23 18:30:00,10.5,Wed,2022-11-23
1065,2022-11-25 08:00:00,2022-11-25 18:30:00,10.5,Fri,2022-11-25
1066,2022-11-28 08:00:00,2022-11-28 18:00:00,10.0,Mon,2022-11-28
1067,2022-11-29 08:00:00,2022-11-29 18:00:00,10.0,Tue,2022-11-29
1068,2022-11-30 08:00:00,2022-11-30 20:00:00,12.0,Wed,2022-11-30
1069,2022-12-01 08:00:00,2022-12-01 18:00:00,10.0,Thu,2022-12-01
1070,2022-12-02 08:00:00,2022-12-02 18:00:00,10.0,Fri,2022-12-02
1071,2022-12-03 18:00:00,2022-12-03 21:00:00,3.0,Sat,2022-12-03
1072,2022-12-05 08:00:00,2022-12-05 19:30:00,11.5,Mon,2022-12-05
1073,2022-12-06 08:00:00,2022-12-06 19:30:00,11.5,Tue,2022-12-06
1074,2022-12-07 08:00:00,2022-12-07 19:30:00,11.5,Wed,2022-12-07
1075,2022-12-08 08:00:00,2022-12-08 18:00:00,10.0,Thu,2022-12-08
1076,2022-12-09 08:00:00,2022-12-09 17:00:00,9.0,Fri,2022-12-09
1077,2022-12-12 08:00:00,2022-12-12 21:30:00,13.5,Mon,2022-12-12
1078,2022-12-13 08:00:00,2022-12-13 21:00:00,13.0,Tue,2022-12-13
1079,2022-12-14 08:00:00,2022-12-14 20:30:00,12.5,Wed,2022-12-14
1080,2022-12-15 08:00:00,2022-12-15 18:00:00,10.0,Thu,2022-12-15
1081,2022-12-16 08:00:00,2022-12-16 18:00:00,10.0,Fri,2022-12-16
1082,2022-12-19 08:00:00,2022-12-19 21:00:00,13.0,Mon,2022-12-19
1083,2022-12-20 08:00:00,2022-12-20 18:30:00,10.5,Tue,2022-12-20
1084,2022-12-21 08:00:00,2022-12-21 18:00:00,10.0,Wed,2022-12-21
1085,2022-12-22 08:00:00,2022-12-22 18:00:00,10.0,Thu,2022-12-22
1086,2022-12-23 08:00:00,2022-12-23 18:00:00,10.0,Fri,2022-12-23
1087,2022-12-26 08:00:00,2022-12-26 20:00:00,12.0,Mon,2022-12-26
1088,2022-12-27 09:00:00,2022-12-27 18:30:00,9.5,Tue,2022-12-27
1089,2022-12-28 08:00:00,2022-12-28 18:00:00,10.0,Wed,2022-12-28
1090,2022-12-29 08:00:00,2022-12-29 19:00:00,11.0,Thu,2022-12-29
1091,2022-12-30 08:00:00,2022-12-30 18:00:00,10.0,Fri,2022-12-30
1092,2023-01-02 08:00:00,2023-01-02 19:00:00,11.0,Mon,2023-01-02
1093,2023-01-03 08:00:00,2023-01-03 18:00:00,10.0,Tue,2023-01-03
1094,2023-01-04 08:00:00,2023-01-04 18:00:00,10.0,Wed,2023-01-04
1095,2023-01-05 08:00:00,2023-01-05 19:00:00,11.0,Thu,2023-01-05
1096,2023-01-06 09:30:00,2023-01-06 18:30:00,9.0,Fri,2023-01-06
1097,2023-01-08 19:00:00,2023-01-08 20:00:00,1.0,Sun,2023-01-08
1098,2023-01-09 08:00:00,2023-01-09 20:30:00,12.5,Mon,2023-01-09
1099,2023-01-10 08:00:00,2023-01-10 18:00:00,10.0,Tue,2023-01-10
1100,2023-01-11 08:00:00,2023-01-11 18:30:00,10.5,Wed,2023-01-11
1101,2023-01-12 08:00:00,2023-01-12 19:30:00,11.5,Thu,2023-01-12
1102,2023-01-13 08:00:00,2023-01-13 18:00:00,10.0,Fri,2023-01-13
1103,2023-01-16 08:00:00,2023-01-16 19:30:00,11.5,Mon,2023-01-16
1104,2023-01-17 08:00:00,2023-01-17 18:30:00,10.5,Tue,2023-01-17
1105,2023-01-18 08:00:00,2023-01-18 18:00:00,10.0,Wed,2023-01-18
1106,2023-01-19 08:00:00,2023-01-19 18:00:00,10.0,Thu,2023-01-19
1107,2023-01-20 08:00:00,2023-01-20 18:00:00,10.0,Fri,2023-01-20
1108,2023-01-21 13:30:00,2023-01-21 17:30:00,4.0,Sat,2023-01-21
1109,2023-01-23 08:00:00,2023-01-23 21:00:00,13.0,Mon,2023-01-23
1110,2023-01-25 08:00:00,2023-01-25 18:00:00,10.0,Wed,2023-01-25
1111,2023-01-26 08:00:00,2023-01-26 18:00:00,10.0,Thu,2023-01-26
1112,2023-01-31 08:00:00,2023-01-31 21:00:00,13.0,Tue,2023-01-31
1113,2023-02-01 08:00:00,2023-02-01 20:00:00,12.0,Wed,2023-02-01
1114,2023-02-02 08:00:00,2023-02-02 20:00:00,12.0,Thu,2023-02-02
1115,2023-02-03 08:00:00,2023-02-03 18:00:00,10.0,Fri,2023-02-03
1116,2023-02-06 08:00:00,2023-02-06 20:30:00,12.5,Mon,2023-02-06
1117,2023-02-07 08:00:00,2023-02-07 20:30:00,12.5,Tue,2023-02-07
1118,2023-02-08 08:00:00,2023-02-08 21:00:00,13.0,Wed,2023-02-08
1119,2023-02-09 08:00:00,2023-02-09 18:30:00,10.5,Thu,2023-02-09
1120,2023-02-10 08:00:00,2023-02-10 17:30:00,9.5,Fri,2023-02-10
1121,2023-02-13 08:00:00,2023-02-13 21:30:00,13.5,Mon,2023-02-13
1122,2023-02-14 08:00:00,2023-02-14 17:30:00,9.5,Tue,2023-02-14
1123,2023-02-15 08:00:00,2023-02-15 18:00:00,10.0,Wed,2023-02-15
1124,2023-02-16 08:00:00,2023-02-16 19:30:00,11.5,Thu,2023-02-16
1125,2023-02-17 08:00:00,2023-02-17 18:00:00,10.0,Fri,2023-02-17
1126,2023-02-20 08:00:00,2023-02-20 19:00:00,11.0,Mon,2023-02-20
1127,2023-02-21 08:00:00,2023-02-21 19:30:00,11.5,Tue,2023-02-21
1128,2023-02-22 08:00:00,2023-02-22 18:00:00,10.0,Wed,2023-02-22
1129,2023-02-23 08:00:00,2023-02-23 19:00:00,11.0,Thu,2023-02-23
1130,2023-02-24 08:00:00,2023-02-24 18:00:00,10.0,Fri,2023-02-24
1131,2023-02-25 13:00:00,2023-02-25 15:00:00,2.0,Sat,2023-02-25
1132,2023-02-27 08:00:00,2023-02-27 20:00:00,12.0,Mon,2023-02-27
1133,2023-02-28 08:00:00,2023-02-28 17:30:00,9.5,Tue,2023-02-28
1134,2023-03-01 08:00:00,2023-03-01 20:30:00,12.5,Wed,2023-03-01
1135,2023-03-02 08:00:00,2023-03-02 18:00:00,10.0,Thu,2023-03-02
1136,2023-03-08 08:00:00,2023-03-08 21:30:00,13.5,Wed,2023-03-08
1137,2023-03-09 08:00:00,2023-03-09 18:00:00,10.0,Thu,2023-03-09
1138,2023-03-10 08:00:00,2023-03-10 17:00:00,9.0,Fri,2023-03-10
1139,2023-03-13 08:00:00,2023-03-13 18:00:00,10.0,Mon,2023-03-13
1140,2023-03-14 08:00:00,2023-03-14 18:00:00,10.0,Tue,2023-03-14
1141,2023-03-15 08:00:00,2023-03-15 19:00:00,11.0,Wed,2023-03-15
1142,2023-03-16 08:00:00,2023-03-16 20:30:00,12.5,Thu,2023-03-16
1143,2023-03-17 08:00:00,2023-03-17 17:30:00,9.5,Fri,2023-03-17
1144,2023-03-18 18:00:00,2023-03-18 20:30:00,2.5,Sat,2023-03-18
1145,2023-03-20 08:00:00,2023-03-20 18:30:00,10.5,Mon,2023-03-20
1146,2023-03-21 08:00:00,2023-03-21 18:00:00,10.0,Tue,2023-03-21
1147,2023-03-22 08:00:00,2023-03-22 20:30:00,12.5,Wed,2023-03-22
1148,2023-03-23 08:00:00,2023-03-23 20:30:00,12.5,Thu,2023-03-23
1149,2023-03-24 08:00:00,2023-03-24 18:00:00,10.0,Fri,2023-03-24
1150,2023-03-27 08:00:00,2023-03-27 17:30:00,9.5,Mon,2023-03-27
1151,2023-03-28 08:00:00,2023-03-28 19:30:00,11.5,Tue,2023-03-28
1152,2023-03-29 08:00:00,2023-03-29 18:00:00,10.0,Wed,2023-03-29
1153,2023-03-30 08:00:00,2023-03-30 19:30:00,11.5,Thu,2023-03-30
1154,2023-03-31 08:00:00,2023-03-31 18:30:00,10.5,Fri,2023-03-31
1155,2023-04-03 08:00:00,2023-04-03 19:30:00,11.5,Mon,2023-04-03
1156,2023-04-04 08:00:00,2023-04-04 18:00:00,10.0,Tue,2023-04-04
1157,2023-04-05 08:00:00,2023-04-05 18:30:00,10.5,Wed,2023-04-05
1158,2023-04-06 08:00:00,2023-04-06 18:00:00,10.0,Thu,2023-04-06
1159,2023-04-07 08:00:00,2023-04-07 18:00:00,10.0,Fri,2023-04-07
1160,2023-04-08 12:00:00,2023-04-08 14:00:00,2.0,Sat,2023-04-08
1161,2023-04-10 08:00:00,2023-04-10 19:30:00,11.5,Mon,2023-04-10
1162,2023-04-11 08:00:00,2023-04-11 18:00:00,10.0,Tue,2023-04-11
1163,2023-04-12 08:00:00,2023-04-12 19:00:00,11.0,Wed,2023-04-12
1164,2023-04-13 08:00:00,2023-04-13 18:30:00,10.5,Thu,2023-04-13
1165,2023-04-14 08:00:00,2023-04-14 18:00:00,10.0,Fri,2023-04-14
1166,2023-04-15 12:30:00,2023-04-15 14:30:00,2.0,Sat,2023-04-15
1167,2023-04-17 09:30:00,2023-04-17 18:30:00,9.0,Mon,2023-04-17
1168,2023-04-18 08:00:00,2023-04-18 18:00:00,10.0,Tue,2023-04-18
1169,2023-04-19 08:00:00,2023-04-19 23:00:00,15.0,Wed,2023-04-19
1170,2023-04-20 08:00:00,2023-04-20 19:00:00,11.0,Thu,2023-04-20
1171,2023-04-21 08:00:00,2023-04-21 20:00:00,12.0,Fri,2023-04-21
1172,2023-04-24 08:00:00,2023-04-24 19:00:00,11.0,Mon,2023-04-24
1173,2023-04-25 08:00:00,2023-04-25 17:00:00,9.0,Tue,2023-04-25
1174,2023-04-26 08:00:00,2023-04-26 21:30:00,13.5,Wed,2023-04-26
1175,2023-04-27 08:00:00,2023-04-27 18:00:00,10.0,Thu,2023-04-27
1176,2023-04-28 08:00:00,2023-04-29 00:00:00,16.0,Fri,2023-04-28
1177,2023-04-29 10:00:00,2023-04-29 11:00:00,1.0,Sat,2023-04-29
1178,2023-05-01 08:00:00,2023-05-01 18:00:00,10.0,Mon,2023-05-01
1179,2023-05-02 08:00:00,2023-05-02 01:00:00,17.0,Tue,2023-05-02
1180,2023-05-03 08:00:00,2023-05-03 19:30:00,11.5,Wed,2023-05-03
1181,2023-05-04 08:00:00,2023-05-04 21:00:00,13.0,Thu,2023-05-04
1182,2023-05-05 08:00:00,2023-05-05 20:00:00,12.0,Fri,2023-05-05
1183,2023-05-08 08:00:00,2023-05-08 18:00:00,10.0,Mon,2023-05-08
1184,2023-05-09 08:00:00,2023-05-09 19:30:00,11.5,Tue,2023-05-09
1185,2023-05-10 08:00:00,2023-05-10 20:30:00,12.5,Wed,2023-05-10
1186,2023-05-11 08:00:00,2023-05-11 20:30:00,12.5,Thu,2023-05-11
1187,2023-05-12 08:00:00,2023-05-12 17:30:00,9.5,Fri,2023-05-12
1188,2023-05-15 08:00:00,2023-05-15 18:00:00,10.0,Mon,2023-05-15
1189,2023-05-16 08:00:00,2023-05-16 18:00:00,10.0,Tue,2023-05-16
1190,2023-05-17 08:00:00,2023-05-17 18:00:00,10.0,Wed,2023-05-17
1191,2023-05-18 08:00:00,2023-05-18 18:00:00,10.0,Thu,2023-05-18
1192,2023-05-19 08:00:00,2023-05-19 18:00:00,10.0,Fri,2023-05-19
1193,2023-05-20 11:00:00,2023-05-20 12:00:00,1.0,Sat,2023-05-20
1194,2023-05-22 08:00:00,2023-05-22 18:30:00,10.5,Mon,2023-05-22
1195,2023-05-23 08:00:00,2023-05-23 18:30:00,10.5,Tue,2023-05-23
1196,2023-05-24 08:00:00,2023-05-24 20:30:00,12.5,Wed,2023-05-24
1197,2023-05-25 08:00:00,2023-05-25 19:30:00,11.5,Thu,2023-05-25
1198,2023-05-26 08:00:00,2023-05-26 21:00:00,13.0,Fri,2023-05-26
1199,2023-05-29 08:00:00,2023-05-29 18:00:00,10.0,Mon,2023-05-29
1200,2023-05-30 08:00:00,2023-05-30 20:00:00,12.0,Tue,2023-05-30
1201,2023-05-31 08:00:00,2023-05-31 23:00:00,15.0,Wed,2023-05-31
1202,2023-06-01 08:00:00,2023-06-01 17:30:00,9.5,Thu,2023-06-01
1203,2023-06-02 08:00:00,2023-06-02 17:00:00,9.0,Fri,2023-06-02
1204,2023-06-04 18:30:00,2023-06-04 22:30:00,4.0,Sun,2023-06-04
1205,2023-06-05 08:00:00,2023-06-05 19:30:00,11.5,Mon,2023-06-05
1206,2023-06-06 08:00:00,2023-06-06 20:30:00,12.5,Tue,2023-06-06
1207,2023-06-07 08:00:00,2023-06-07 17:00:00,9.0,Wed,2023-06-07
1208,2023-06-08 08:00:00,2023-06-08 18:30:00,10.5,Thu,2023-06-08
1209,2023-06-10 13:00:00,2023-06-10 13:30:00,0.5,Sat,2023-06-10
1210,2023-06-13 08:00:00,2023-06-13 18:30:00,10.5,Tue,2023-06-13
1211,2023-06-14 08:00:00,2023-06-14 21:30:00,13.5,Wed,2023-06-14
1212,2023-06-15 08:00:00,2023-06-15 18:30:00,10.5,Thu,2023-06-15
1213,2023-06-16 08:00:00,2023-06-16 16:00:00,8.0,Fri,2023-06-16
1214,2023-06-17 09:00:00,2023-06-17 11:30:00,2.5,Sat,2023-06-17
1215,2023-06-18 12:30:00,2023-06-18 13:30:00,1.0,Sun,2023-06-18
1216,2023-06-19 08:00:00,2023-06-19 19:30:00,11.5,Mon,2023-06-19
1217,2023-06-20 08:00:00,2023-06-20 21:30:00,13.5,Tue,2023-06-20
1218,2023-06-20 08:00:00,2023-06-20 18:00:00,10.0,Tue,2023-06-20
1219,2023-06-21 08:00:00,2023-06-21 17:30:00,9.5,Wed,2023-06-21
1220,2023-06-22 08:00:00,2023-06-22 17:00:00,9.0,Thu,2023-06-22
1221,2023-06-23 08:00:00,2023-06-23 17:30:00,9.5,Fri,2023-06-23
1222,2023-06-26 08:00:00,2023-06-26 18:00:00,10.0,Mon,2023-06-26
1223,2023-06-27 08:00:00,2023-06-27 18:00:00,10.0,Tue,2023-06-27
1224,2023-06-28 08:00:00,2023-06-28 21:30:00,13.5,Wed,2023-06-28
1225,2023-06-29 08:00:00,2023-06-29 18:00:00,10.0,Thu,2023-06-29
1226,2023-06-30 08:00:00,2023-06-30 17:00:00,9.0,Fri,2023-06-30
1227,2023-07-01 09:30:00,2023-07-01 12:30:00,3.0,Sat,2023-07-01
1228,2023-07-03 08:00:00,2023-07-03 17:30:00,9.5,Mon,2023-07-03
1229,2023-07-04 08:00:00,2023-07-04 17:30:00,9.5,Tue,2023-07-04
1230,2023-07-05 08:00:00,2023-07-05 19:00:00,11.0,Wed,2023-07-05
1231,2023-07-06 08:00:00,2023-07-06 18:30:00,10.5,Thu,2023-07-06
1232,2023-07-10 08:00:00,2023-07-10 18:30:00,10.5,Mon,2023-07-10
1233,2023-07-11 08:00:00,2023-07-11 18:00:00,10.0,Tue,2023-07-11
1234,2023-07-12 08:00:00,2023-07-12 16:00:00,8.0,Wed,2023-07-12
1235,2023-07-13 08:00:00,2023-07-13 18:30:00,10.5,Thu,2023-07-13
1236,2023-07-14 08:00:00,2023-07-14 16:00:00,8.0,Fri,2023-07-14
1237,2023-07-15 15:00:00,2023-07-15 16:00:00,1.0,Sat,2023-07-15
1238,2023-07-17 08:00:00,2023-07-17 18:30:00,10.5,Mon,2023-07-17
1240,2023-07-19 08:00:00,2023-07-19 19:30:00,11.5,Wed,2023-07-19
1241,2023-07-20 08:00:00,2023-07-20 19:30:00,11.5,Thu,2023-07-20
1242,2023-07-21 08:00:00,2023-07-21 19:00:00,11.0,Fri,2023-07-21
1243,2023-07-24 08:00:00,2023-07-24 19:30:00,11.5,Mon,2023-07-24
1244,2023-07-25 08:00:00,2023-07-25 22:00:00,14.0,Tue,2023-07-25
1245,2023-07-26 08:00:00,2023-07-26 18:00:00,10.0,Wed,2023-07-26
1246,2023-07-27 08:00:00,2023-07-27 21:00:00,13.0,Thu,2023-07-27
1247,2023-07-28 08:00:00,2023-07-28 19:00:00,11.0,Fri,2023-07-28
1248,2023-07-29 12:00:00,2023-07-29 19:00:00,7.0,Sat,2023-07-29
1249,2023-08-01 08:00:00,2023-08-01 20:30:00,12.5,Tue,2023-08-01
1250,2023-08-02 08:00:00,2023-08-02 19:00:00,11.0,Wed,2023-08-02
1251,2023-08-03 08:00:00,2023-08-03 21:00:00,13.0,Thu,2023-08-03
1252,2023-08-04 08:00:00,2023-08-04 18:30:00,10.5,Fri,2023-08-04
1253,2023-08-07 08:00:00,2023-08-07 15:30:00,7.5,Mon,2023-08-07
1254,2023-08-08 08:00:00,2023-08-08 19:30:00,11.5,Tue,2023-08-08
1255,2023-08-09 08:00:00,2023-08-09 16:30:00,8.5,Wed,2023-08-09
1256,2023-08-10 08:00:00,2023-08-10 17:00:00,9.0,Thu,2023-08-10
1257,2023-08-11 08:00:00,2023-08-11 21:30:00,13.5,Fri,2023-08-11
1258,2023-08-14 08:00:00,2023-08-14 20:30:00,12.5,Mon,2023-08-14
1259,2023-08-15 08:00:00,2023-08-15 19:30:00,11.5,Tue,2023-08-15
1260,2023-08-16 08:00:00,2023-08-16 21:30:00,13.5,Wed,2023-08-16
1261,2023-08-17 08:00:00,2023-08-17 19:30:00,11.5,Thu,2023-08-17
1262,2023-08-18 08:00:00,2023-08-18 18:30:00,10.5,Fri,2023-08-18
1263,2023-08-21 08:00:00,2023-08-21 18:00:00,10.0,Mon,2023-08-21
1264,2023-08-22 08:00:00,2023-08-22 17:30:00,9.5,Tue,2023-08-22
1265,2023-08-23 08:00:00,2023-08-23 19:00:00,11.0,Wed,2023-08-23
1266,2023-08-24 08:00:00,2023-08-24 17:30:00,9.5,Thu,2023-08-24
1267,2023-08-29 08:00:00,2023-08-29 19:30:00,11.5,Tue,2023-08-29
